display_name,party_type,tin_display,country_code,transaction_code,email,address_full,buyer_document,buyer_document_number,buyer_idtku,seller_display_name,seller_internal_party_id__do_not_edit,internal_party_id__do_not_edit
CV. Karya Fakta,buyer,13200167075000,IDN,4,,JL. KREKOT BUNDER IV Blok 000 No.4G RT:000 RW:000 Kel.PASAR BARU Kec.SAWAH BESAR Kota/Kab.JAKARTA PUSAT DKI JAKARTA 10710,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Kenco Primadea,buyer,28389815411000,IDN,4,,RUKO MULTI GUNA BINTARO SEKTOR 3A Blok C No.9 RT:003 RW:004 Kel.PONDOK KARYA Kec.PONDOK AREN Kota/Kab.TANGERANG SELATAN BANTEN 15225,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Navigat Energy Indonesia,buyer,30803878077000,IDN,4,,"GREEN OFFICE PARK 9, WING A, LT 1, ZONE 1-3 JL. GRAND BOULEVARD, BSD GREEN OFFICE PARK BSD CITY Blok 000 No.000 RT:000 RW:000 Kel.SAMPORA Kec.CISAUK Kota/Kab.TANGERANG BANTEN 15345",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Osa Putra Engineering,buyer,313544389411000,IDN,4,,JL MERDEKA SARUA PERMAI Blok A.9 No.4 RT:002 RW:012 Kel.SARUA Kec.CIPUTAT Kota/Kab.TANGERANG SELATAN BANTEN 15414,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Dirgantara Indonesia,buyer,10021327051000,IDN,4,,JL. PAJAJARAN Blok 000 No.154 RT:000 RW:000 Kel.HUSEIN SASTRANEGARA Kec.CICENDO Kota/Kab.BANDUNG JAWA BARAT 40174,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Petrotec Rekayasa Dinamika,buyer,30782296086000,IDN,4,,PERKANTORAN GRAND ARIES NIAGA JL. TAMAN ARIES Blok E1 No.3F RT:000 RW:000 Kel.MERUYA UTARA Kec.KEMBANGAN Kota/Kab.JAKARTA BARAT DKI JAKARTA 11620,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
Persek Oentoeng Suria & Partners,buyer,25456062062000,IDN,4,,"GD. EQUITY TOWER LT. 37 UNIT E,F,G SCBD LOT 9 JL. JENDERAL SUDIRMAN KAV 52-53 Blok 000 No.000 RT:000 RW:000 Kel.SENAYAN Kec.KEBAYORAN BARU Kota/Kab.JAKARTA SELATAN DKI JAKARTA 00000",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Deanda Teknik Mandiri,buyer,846827707435000,IDN,4,,PERUM MANGUN JAYA LESTARI 2 Blok KB 2 No.11 RT:002 RW:026 Kel.MANGUN JAYA Kec.TAMBUN SELATAN Kota/Kab.BEKASI JAWA BARAT 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Puninar Yusen Logistics Indonesia,buyer,10695286058000,IDN,4,,"JL.RAYA CAKUNG CILINCING KM.1,5 Blok 000 No.000 RT:000 RW:000 Kel.CAKUNG BARAT Kec.CAKUNG Kota/Kab.JAKARTA TIMUR DKI JAKARTA 00000",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Total Info Kharisma,buyer,17595133021000,IDN,4,,MENARA MNC LT.3/305 JL KEBON SIRIH Blok 0 No.17-19 RT:000 RW:000 Kel.KEBON SIRIH Kec.- Kota/Kab.JAKARTA PUSAT DKI JAKARTA 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Fillomatic Global Industries,buyer,19255355641000,IDN,4,,JL BERBEK INDUSTRI VII/1 Blok 0 No.0 RT:000 RW:000 Kel.KEPUHKIRIMAN Kec.WARU Kota/Kab.SIDOARJO JAWA TIMUR 61256,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Geotekindo Nusa Karya,buyer,700525561432000,IDN,4,,JL WIBAWA MUKTI II Blok 0 No.108-B RT:002 RW:008 Kel.JATIASIH Kec.JATIASIH Kota/Kab.BEKASI JAWA BARAT 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Hokkan Indonesia,buyer,313591190434000,IDN,4,,JL. RAYA CIAWI - SUKABUMI KM.3 RT:000 RW:000 Kel.BITUNG SARI Kec.CIAWI Kota/Kab.BOGOR 16720,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Mavista Technic,buyer,15440365541000,IDN,4,,RONODIGDAYAN DN III/465 Kel.BAUSASRAN Kec.DANUREJAN Kota/Kab.YOGYAKARTA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sanbe Farma,buyer,11049160092000,IDN,4,,Jl. Tamansari No 10 Blok 000 No.000 RT:001 RW:002 Kel.Tamansari Kec.Bandung Wetan Kota/Kab.Bandung Jawa Barat 40116,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
Muhammad Kemaludin,buyer,465710432018000,IDN,4,,JL. MENTENG WADAS I NO. 15 RT:004 RW:010 Kel.PASAR MANGGIS Kec.SETIABUDI Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12970,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sutrakabel Intimandiri,buyer,15488133431000,IDN,4,,JL. RAYA BOGOR KM.49 RODA PEMBANGUNAN NO.5 RT:002 RW:005 Kel.CIMANDALA Kec.SUKARAJA Kota/Kab.BOGOR JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Angkasa Jaya Pertiwi,buyer,706137791413000,IDN,4,,RUKO GREEN GARDEN Blok A.14 No.36 RT:005 RW:003 Kel.KEDOYA UTARA Kec.KEBON JERUK Kota/Kab.JAKARTA BARAT DKI JAKARTA 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Multitama Karyatronindo,buyer,16224206086000,IDN,4,,TAMAN TEKNO BSD SEKTOR XI J2 NO. 09-10 Blok 000 No.000 RT:000 RW:000 Kel.SETU Kec.SETU Kota/Kab.TANGERANG SELATAN BANTEN 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Aditana Inti Perdana,buyer,19759026615000,IDN,4,,RAYA KALIRUNGKUT 1-3(RUKO RUNGKUT MEGAH RAYA M-23) Blok 000 No.000 RT:001 RW:004 Kel.PANJANGJIWO Kec.TENGGILIS MEJOYO Kota/Kab.SURABAYA 60299 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Jikan Sentosa Teknindo,buyer,957733629409000,IDN,4,,PURI NIRANA CIGELAM Blok C.3 No.2 RT:000 RW:000 Kel.CIGELAM Kec.BABAKANCIKAO Kota/Kab.PURWAKARTA JAWA BARAT 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Anugerah Arih Ersada,buyer,706899549432000,IDN,4,,RAYA KODAU NO 27 RT:002 RW:013 Kec.JATIMAKMUR Kota/Kab.BEKASI,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Entwo Electronic & Enginering,buyer,317898245522000,IDN,4,,JALAN LENGKONG NO 160 Blok 00 No.000 RT:003 RW:013 Kel.MERTASINGA Kec.CILACAP UTARA Kota/Kab.CILACAP JAWA TENGAH 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Lyondellbasell Advanced Polyolefins,buyer,10717643052000,IDN,4,,DESA NGERONG - GEMPOL Kel.NGERONG Kec.GEMPOL,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Hanjaya Mandala Sampoerna Tbk,buyer,11082054631000,IDN,4,,JL. RUNGKUT INDUSTRI RAYA NO. 18 Kel.RUNGKUT TENGAH Kec.GUNUNG ANYAR Kota/Kab.SURABAYA JAWA TIMUR 60293,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Asiaparts Indotech,buyer,25665902411000,IDN,4,,RUKO CRYSTAL LANE Blok D No.73 RT:000 RW:000 Kel.PAKUALAM Kec.SERPONG UTARA Kota/Kab.TANGERANG SELATAN BANTEN 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Great Giant Pineapple,buyer,11036266092000,IDN,4,,GEDUNG SEQUIS TOWER LEVEL 39-40 JL. JEND SUDIRMAN KAV 71 SCBD 11B Blok 000 No.000 RT:000 RW:000 Kel.SENAYAN Kec.KEBAYORAN BARU Kota/Kab.JAKARTA SELATAN DKI JAKARTA 12190,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Alfa Pegasus,buyer,13492038028000,IDN,4,,ROXYMAS BLOK E-1 NO.36 JL.KH. HASYIM ASHARI Blok 000 No.000 RT:000 RW:000 Kel.CIDENG Kec.GAMBIR Kota/Kab.JAKARTA PUSAT DKI JAKARTA 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Zi-Techasia,buyer,13043278059000,IDN,4,,"Jl. Jend Gatot Subroto Gedung Menara Utara Lt.22, Menara Jamsostek Building No 38 Jakarta Selatan",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Aneka Piranti Indonesia,buyer,311612477432000,IDN,4,,DUKUH ZAMRUD Blok R1/61 RT:001 RW:012 Kel.PADURENAN Kec.MUSTIKA JAYA Kota/Kab.BEKASI JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Planet Harapan Penuh Energy,buyer,413756289077000,IDN,4,,"GEDUNG STC SENAYAN LANTAI 4 RUANG 31-34 GELORA, TANAH ABANG, KOTA ADM. JAKARTA PUSAT DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Sinar Jaya Sukses Utama,buyer,18602003032000,IDN,4,,JL TAMASARI VI/17 Blok 000 No.000 RT:013 RW:007 Kel.TAMANSARI Kec.TAMANSARI Kota/Kab.JAKARTA BARAT DKI JAKARTA 11150,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Crown Beverage Cans Indonesia,buyer,662961655433000,IDN,4,,JL. SURYA UTAMA KAV I NO.69 A1 Blok 000 No.000 RT:000 RW:000 Kel.MULYASARI Kec.CIAMPEL Kota/Kab.KARAWANG JAWA BARAT 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Donggi Senoro Lng,buyer,25940040073000,IDN,4,,"PONDOK INDAH OFFICE TOWER 5 LT.17 SUITE 1701 JL SULTAN ISKANDAR MUDA KAV V-TA PONDOK INDAH, PONDOK PINANG, KEBAYORAN LAMA, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA, 12310",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Surya Inti Energi,buyer,427565403453000,IDN,4,,"JL.KEMIRI RAYA, PESONA MOZAIK Blok B7 RT:0 Kel.PONDOK CABE UDIK Kec.PAMULANG Kota/Kab.TANGERANG SELATAN BANTEN",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Asahimas Flat Glass Tbk,buyer,10001618092000,IDN,4,,"JL. ANCOL IX/5, ANCOL BARAT Kel.ANCOL Kec.PADEMANGAN Kota/Kab.JAKARTA UTARA DKI JAKARTA 14430",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Lienetic Jaya,buyer,25455247036000,IDN,4,,"Jl. Tanjung Duren Timur IV No.15B RT:010 RW:004 Kel.Tanjung Duren Selatan, Kec.Grogol Petamburan, Kota/Kab.Jakarta Barat, DKI Jakarta",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Buana Cahayatama,buyer,22089205618000,IDN,4,,"JL.A.W.SIAMIN, RUKO VILLA BUKIT MAS RC NO.12 DUHUH PAKIS DUKUH PAKIS",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Jago Gaya Metal,buyer,606894004416000,IDN,4,,Pergudangan Duta Indah Iconic Blok D62 Jalan MH Thamrin Cikokol Tangerang,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Tmt Mandiri,buyer,317902161401000,IDN,4,,KOMP TEGAL PADANG NO.75 Blok 000 No.000 RT:002 RW:014 Kel.DERANGONG Kec.TAKTAKAN Kota/Kab.SERANG BANTEN 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Hansa Pratama Engineering,buyer,834114043416000,IDN,4,,"JL. LETJEN SUTOPO, RUKO GOLDEN MADRID 1 Blok E No.16 RT:000 RW:000 Kel.RAWA MEKARJAYA Kec.SERPONG",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Nyata Teknik Solusi,buyer,952403046436000,IDN,4,,KANTOR GRIYA CILEUNGSI ASRI Blok D No.05 RT:004 RW:007,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Zentrum Prima Teknik,buyer,25091950403000,IDN,4,,"PERUMAHAN KOTA WISATA BLOK A.9/19, NAGRAK, NAGRAK, GUNUNG PUTRI, KAB. BOGOR, JAWA BARAT, 16967",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Putranata Adi Mandiri,buyer,13316807073000,IDN,4,,GEDUNG GRAND SLIPI TOWER LT 43 JL LETJEND S PA PALMERAH PALMERAH,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Mitrasoft Infonet,buyer,17707902028000,IDN,4,,JL. TANJUNG SELOR NO.8 A-D CIDENG GAMBIR JAKARTA PUSAT DKI JAKARTA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Buana Langgeng Cipta,buyer,23440878026000,IDN,4,,JL. MANGGA BESAR RAYA NO. 183 LT.III MANGGA DUA SELATAN - JAKARTA PUSAT - 10730,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Unggul Jaya Sejahtera,buyer,16948127511000,IDN,4,,JL. KH AHMAD DAHLAN NO. 205 RT 004 RW 002 SAMBOREJO TIRTO KAB. PEKALONGAN JAWA TENGAH 51151,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Karya Metta Abadi Mandiri,buyer,28317204027000,IDN,4,,"MALL MEGA GLODOK KEMAYORAN LT.1 BLOK B.3 NO.2, GUNUNG SAHARI SELATAN GUNUNG SAHARI SELATAN KEMAYORAN JAKARTA PUSAT DKI JAKARTA",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Euroasiatic Heat & Power Systems,buyer,21945985058000,IDN,4,,KOMPLEK PERGUDANGAN TAMAN TEKNO BSD SEKTOR XI BLOK. G2 NO. 3-5 SETU SETU KOTA TANGERANG SELATAN BANTEN,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Graha Widya Abadi,buyer,27924323044000,IDN,4,,"MASPION PLAZA LT 3 SUITE G JL.GUNUNG SAHARI RAYA KAV.18, PADEMANGAN BARAT, PADEMANGAN, KOTA ADM.JAKARTA UTARA, DKI JAKARTA, 14420",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Karya Sari Indonesia,buyer,831535190215000,IDN,4,,KOMPLEK UNION INDUSTRIAL PARK A2 NO.9-10 TANJUNG SENGKUANG BATU AMPAR KOTA BATAM KEPULAUAN RIAU,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Aqua Terra Supplindo,buyer,15680655631000,IDN,4,,"JL. SEMARANG 102-D BLOK A-24, GUNDIH BUBUTAN-BUBUTAN SURABAYA-JAWA TIMUR",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Performa Mahardika Indonesia,buyer,800072498525000,IDN,4,,JL. MERAPI DAMARAN GAYAMPRIT KLATEN SELATAN KAB.KLATEN JAWA TENGAH 57423,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Indofood Cbp Sukses Makmur Tbk,buyer,29930856092000,IDN,4,,"GEDUNG SUDIRMAN PLAZA - INDOFOOD TOWER LT.23 JL JEND.SUDIRMAN KAV.76-78, SETIA BUDI, SETIABUDI, KOTA ADM.JAKARTA SELATAN, DKI JAKARTA, 12910",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Risalah Arya Pratama,buyer,18703207003000,IDN,4,,"JL RAYA BEKASI TIMUR, CIPINANG, PULOGADUNG, KOTA ADM. JAKARTA TIMUR, DKI JAKARTA, 13240",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Cahaya Buana Prima Gemilang,buyer,20944658416000,IDN,4,,"Pergudangan Duta Indah Iconic Blok D62, Jalan MH Thamrin Cikokol Tangerang",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Taras Artayuda Makmur,buyer,924367592413000,IDN,4,,"PERUM CIBARUSAH INDAH BLOK C.5 NO. 21, CIBARUSAH KOTA, CIBARUSAH, KAB. BEKASI, JAWA BARAT, 17541",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Prina Duta Rekayasa,buyer,862940327411000,IDN,4,,"RUKO BOULEVARD BLOK D NOMOR 1, JALAN TEKNO WIDYA, BUMI SERPONG DAMAI CITY, SETU, SETU, KOTA TANGERANG SELATAN BANTEN",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Majjatra Eizoku Indonesia,buyer,708595095413000,IDN,4,,"RUKO DIAMANTE, A, 8, SUKAMAHI, CIKARANG PUSAT, KAB. BEKASI, JAWA BARAT, 17811",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Indonesia Tri Sembilan,buyer,21928619057000,IDN,4,,JL. NGORO INDUSTRI PERSADA S-1 Blok 000 No.000 RT:000 RW:000 Kel.LOLAWANG Kec.NGORO Kota/Kab.MOJOKERTO JAWA TIMUR 61385,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Arbisal Prakasa Niaga,buyer,654979947427000,IDN,4,,JL. ROSE GARDEN 1 NO.52 Blok 000 No.000 RT:002 RW:017 Kel.JAKASETIA Kec.BEKASI SELATAN Kota/Kab.BEKASI JAWA BARAT 00000,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Vertech Perdana,buyer,26489856411000,IDN,4,,BIZHUB BLOK GB NO.27 KP.CIKARANG RT.001 RW.007 PABUARAN GUNUNG SINDUR KAB.BOGOR JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Supernova Flexible Packaging,buyer,17815333046000,IDN,4,,JL. ANCOL BARAT VI - NO. 1-2 PADEMANGAN JAKARTA UTARA DKI JAKARTA 14430,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Pabrik Kertas Tjiwi Kimia Tbk,buyer,11094216092000,IDN,4,,"GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT.9, JL.MH THAMRIN NO.51, GONDANGDIA, MENTENG, KOTA ADM. JAKARTA PUSAT DKI JAKARTA 10350",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Nabawi,buyer,28293306102000,IDN,4,,JL. MERDEKA NO.115 MON GEUDONG BANDA SAKTI KOTA LHOKSEUMAWE ACEH,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Multi Spunindo Jaya,buyer,17437401641000,IDN,4,,DSN. JABARAN DESA KEL. JABARAN - KEC. BOLONGBENDO SIDOARJO,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
CV. Citra Kencana Mandiri,buyer,705359131721000,IDN,4,,JL. JEND. AHMAD YANI NO.19 RT.003 KLANDASAN ILIR-BALIKPAPAN KOTA BALIKPAPAN - KATIMANTAN TIMUR 76113,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Dharaya,buyer,24589723024000,IDN,4,,RAWASARI BARAT NO.E277 RT.006 RW.001 CEMPAKA PUTIH TIMUR CEMPAKA PUTIH JAKARTA PUSAT DKI JAKARTA 10510,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Galliaria Prospera Eterna,buyer,313144644436000,IDN,4,,KP CIBUNGUR RT.005 RW.003 TANJUNG RASA TANJUNG SARI KAB.BOGOR JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Entek Separindo Asia,buyer,818600611061000,IDN,4,,"GEDUNG WISMA KORINDO JL MT HARYONO KAV 62, PANCORAN, PANCORAN, KOTA ADM. JAKARTA SELATAN, DKI JAKARTA, 12780",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nestle Indonesia,buyer,13089487092000,IDN,4,,"Arkadia Green Park Tower G Lt.11, Jl. TB. Simatupang Kav. 88, Kebagusan, Pasar Minggu, Jakarta Selatan, DKI Jakarta 12520",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Ethanmt Energy Tekindo,buyer,864508759011000,IDN,4,,"GEDUNG EPICENTRUM WALK OFFICE SUITE UNIT B609 LT 5 RASUNA EPICENTRUM JL HR RASUNA SAID RT.002 RW.005 KARET KUNINGAN, SETIABUDI",TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Nadyartha Niagatama,buyer,16036477048000,IDN,4,,JL. PARADISE RAYA BARAT 2 BLK.C-38 SUNTER AGUNG TANJUNG PRIOK JAKARTA UTARA,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
PT. Automation Integrator,buyer,28089134414000,IDN,4,,JL. SAMSUNG 2A BLOK C I N KWS INDUSTRI JABABEKA MEKARMUKTI - CIKARANG UTARA BEKASI - JAWA BARAT,TIN,,,RITTAL (0314865056071000),a0b73cb6-d7b5-4b93-8233-3b963f145b8e,912397dc-027f-4f7a-912a-2c167f8c007c
